ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3845956,Source1,2,2022-12-05 09:14:00.000000000,2022-12-05 10:35:49.000000000,26.746554999999997,-81.91821999999998,26.749481,-81.919814,0.225,Incident on US-41 NB near TARA BLVD Road closed. Take alternate route., N Tamiami Trl,North Fort Myers,Lee,FL,33903,US,US/Eastern,KFMY,2022-12-05 08:53:00,71.0,71.0,73.0,30.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7581808,Source1,2,2018-05-11 08:55:16,2018-05-11 14:55:16,30.417209999999997,-89.18778,30.416829999999997,-89.19773,0.593,At County Farm Rd/Exit 28 - Accident.,I-10 W,Gulfport,Harrison,MS,39503,US,US/Central,KGPT,2018-05-11 08:53:00,81.0,,65.0,30.12,10.0,South,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4548311,Source1,2,2022-11-05 13:53:00,2022-11-05 15:11:42,37.776483,-120.781566,37.776777,-120.774702,0.375,Incident on CA-108 near ORANGE BLOSSOM RD Drive with caution.,Orange Blossom Rd,Oakdale,Stanislaus,CA,95361,US,US/Pacific,KMOD,2022-11-05 13:53:00,63.0,63.0,54.0,29.99,10.0,E,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1977584,Source2,2,2019-07-19 11:57:07,2019-07-19 12:56:49,34.705406,-86.588799,,,0.0,Accident on US-231 Southbound at Drake Ave.,Memorial Pkwy SW,Huntsville,Madison,AL,35801,US,US/Central,KHUA,2019-07-19 11:58:00,86.0,86.0,68.0,29.34,10.0,WNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4939701,Source1,2,2022-08-27 10:29:00.000000000,2022-08-27 12:50:31.000000000,33.877044,-118.10992399999999,33.876816,-118.114281,0.25,Incident on CA-91 WB near WOODRUFF AVE Drive with caution.,Artesia Fwy W,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2022-08-27 10:53:00,75.0,75.0,64.0,29.83,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6948196,Source1,2,2020-12-12 20:09:00,2020-12-12 22:27:03,33.911801000000004,-118.17455600000001,33.909271000000004,-118.181836,0.45299999999999996,AT. BLK CHEV SDN VS BLU TOYT CAM // VEHS BLOCKING[Shared],Glenn Anderson Fwy W,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2020-12-12 19:53:00,57.0,57.0,83.0,30.06,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7102762,Source1,2,2020-06-20 15:53:38,2020-06-20 17:53:38,45.785090000000004,-123.44134,45.785090000000004,-123.44134,0.0,At Timber Rd/NW Veronia Rd - Accident., Highway 26,Seaside,Clatsop,OR,97138-6077,US,US/Pacific,KAST,2020-06-20 15:55:00,63.0,63.0,87.0,30.02,10.0,SSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6873797,Source1,2,2020-11-25 13:40:00,2020-11-25 17:07:38,34.206866,-118.20508999999998,34.206115999999994,-118.19878,0.364,JWO. GRY SD VS BLK TK - BLKING #1/4 LNS,Foothill Fwy E,La Canada Flintridge,Los Angeles,CA,91011,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7232852,Source1,2,2020-01-21 15:53:00,2020-01-21 16:24:58,33.346986,-117.1588,33.346986,-117.1588,0.0,At US-395/Mission Rd - Accident.,Escondido Fwy N,Fallbrook,San Diego,CA,92028,US,US/Pacific,KNFG,2020-01-21 15:55:00,60.0,60.0,69.0,30.04,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5969997,Source1,2,2021-04-21 06:32:30,2021-04-21 16:53:31,25.700336,-80.16168499999998,25.698906,-80.16247299999998,0.11,Stationary traffic on FL-913 from Rickenbacker Cir to Key Colony Front Gate due to accident., Crandon Blvd,Key Biscayne,Miami-Dade,FL,33149-1410,US,US/Eastern,KMIA,2021-04-21 06:18:00,77.0,77.0,94.0,29.96,10.0,NW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1386630,Source2,2,2020-07-15 09:09:03,2020-07-15 09:38:53,42.83588,-83.72831,,,0.0,Accident on Torrey Rd at Crane Rd.,Crane Rd,Fenton,Genesee,MI,48430-1055,US,US/Eastern,KFNT,2020-07-15 08:53:00,74.0,74.0,64.0,29.24,10.0,S,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2606081,Source2,2,2018-09-25 09:51:54,2018-09-25 10:21:30,42.196861,-87.989403,,,3.1500000953674316,Lane blocked due to accident on IL-83 both ways between County Hwy-33 Aptakisic Rd and IL-22.,IL Route 83,Long Grove,Lake,IL,60047-5203,US,US/Central,KPWK,2018-09-25 09:52:00,73.9,,76.0,29.89,10.0,SSW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1361417,Source2,2,2020-10-28 08:59:35,2020-10-28 09:58:38,33.810741,-79.028763,,,0.0,Accident on US-501 Northbound at Amber Ln.,E Highway 501,Conway,Horry,SC,29526-8306,US,US/Eastern,KHYW,2020-10-28 08:55:00,61.0,61.0,94.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4934995,Source1,2,2023-02-21 08:28:06,2023-02-21 10:52:52,40.666203,-74.285493,40.676965,-74.278727,0.8240000000000001,NJ Turnpike Auth.: Crash on Garden State Parkway northbound North of Exit 137 - NJ 28 (Cranford Twp) All lanes open,Garden State Pkwy N,Kenilworth,Union,NJ,07033,US,US/Eastern,KLDJ,2023-02-21 08:35:00,38.0,33.0,86.0,29.63,10.0,NNE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4755577,Source1,2,2022-09-29 18:03:59,2022-09-29 19:43:58,40.270866999999996,-75.35686700000002,40.271122999999996,-75.358021,0.063,Incident on FRETZ RD near YODER RD Drive with caution.,I-476,Harleysville,Montgomery,PA,19438,US,US/Eastern,KPTW,2022-09-29 17:54:00,62.0,62.0,50.0,30.01,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6013140,Source1,2,2021-07-25 15:46:30,2021-07-25 17:59:12,33.988378000000004,-117.90390900000001,33.988871,-117.905621,0.10400000000000001,Slow traffic from Batson Ave to CA-60 E due to accident., Colima Rd,Rowland Heights,Los Angeles,CA,91748-2749,US,US/Pacific,KFUL,2021-07-25 15:53:00,78.0,78.0,56.0,29.81,10.0,S,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1987411,Source2,2,2019-07-25 16:18:56,2019-07-25 17:49:23,41.237862,-96.002747,,,0.0,Accident on 58th St at NE-38 Center St.,Center St,Omaha,Douglas,NE,68106-3058,US,US/Central,KMLE,2019-07-25 16:15:00,78.0,78.0,68.0,28.92,10.0,SE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2082562,Source2,2,2019-05-31 15:08:05,2019-05-31 15:37:50,34.153759,-118.325867,,,0.0,HOV lane blocked due to accident on CA-134 Eastbound at Exit 3 Riverside Dr.,CA-134 E,Burbank,Los Angeles,CA,91506,US,US/Pacific,KBUR,2019-05-31 14:53:00,72.0,72.0,55.0,29.02,10.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6729511,Source1,2,2020-12-20 05:51:00,2020-12-20 10:05:53,33.768716999999995,-117.25565,33.767297,-117.257465,0.14300000000000002,1039 AFN [Shared], State Highway 74,Perris,Riverside,CA,92570-8113,US,US/Pacific,KRIV,2020-12-20 05:56:00,31.0,31.0,50.0,28.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1788686,Source2,3,2019-10-31 19:12:40,2019-10-31 19:57:22,42.533798,-83.11592900000002,,,0.0,Right lane blocked due to accident on I-75 Northbound at Exits 65A 65B 14 Mile Rd.,Chrysler Expy N,Madison Heights,Oakland,MI,48071,US,US/Eastern,KVLL,2019-10-31 19:15:00,43.0,36.0,90.0,28.78,10.0,WNW,15.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-41880,Source2,3,2016-06-11 08:05:56,2016-06-11 09:10:00,37.825237,-122.305832,,,0.0,One lane blocked due to accident on I-80 Eastbound near Exits 8A 8B I-880.,I-80 W,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2016-06-11 07:53:00,61.0,,64.0,29.94,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7382516,Source1,2,2019-11-16 17:43:38,2019-11-16 21:43:38,43.93907,-117.33871,43.93907,-117.33871,0.0,At A St W/Graham Blvd/Nachez St S - Accident., Highway 20,Vale,Malheur,OR,97918-5688,US,US/Mountain,KONO,2019-11-16 17:53:00,52.0,52.0,43.0,27.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2569013,Source2,3,2018-09-07 06:41:47,2018-09-07 07:11:13,40.63339600000001,-74.015869,,,0.0,Accident on I-278 Gowanus Expy Southbound at Exit 20 7th Ave.,Gowanus Expy E,Brooklyn,Kings,NY,11220,US,US/Eastern,KJRB,2018-09-07 06:35:00,77.0,,83.0,30.42,10.0,North,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3733748,Source1,2,2022-05-19 06:33:00,2022-05-19 10:15:00,47.467897,-122.21462,47.539365999999994,-122.194709,5.025,Stationary traffic on I-405 N - WA-900 N from WA-181/Valley Hwy/Exit 1 (I-405) to Lake Washington Blvd/Exit 9 (I-405) due to accident.,I-405 N,Renton,King,WA,98055,US,US/Pacific,KRNT,2022-05-19 06:53:00,47.0,42.0,74.0,30.14,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3248342,Source2,2,2017-10-16 13:14:27,2017-10-16 13:44:11,44.057915,-121.307045,,,0.0,One lane blocked due to accident on US-97 Bend Pkwy Northbound near Hawthorne Ave.,Bend Pkwy,Bend,Deschutes,OR,97701,US,US/Pacific,KBDN,2017-10-16 13:15:00,66.2,,28.0,30.25,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-934463,Source2,3,2021-08-16 17:44:37,2021-08-16 18:28:39,41.716866,-88.007217,,,0.0,Lane blocked due to accident on I-55 Barack Obama Presidential Expy Southbound at Lemont Rd.,Lemont Rd,Woodridge,DuPage,IL,60517,US,US/Central,KLOT,2021-08-16 17:35:00,80.0,80.0,48.0,29.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4074077,Source1,2,2022-11-02 08:15:14.000000000,2022-11-02 09:31:50.000000000,25.933920999999998,-80.238945,25.933826999999997,-80.240959,0.125,Incident on NW 175TH ST near NW 24TH AVE Drive with caution., NW 175th St,Miami Gardens,Miami-Dade,FL,33056-4631,US,US/Eastern,KOPF,2022-11-02 07:53:00,78.0,78.0,87.0,30.12,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2412379,Source2,3,2018-12-22 17:47:49,2018-12-22 18:17:30,29.777878,-95.381104,,,0.0,Two lanes blocked due to accident on I-10 Eastbound at Exit 767B Katy Fwy.,Taylor St,Houston,Harris,TX,77007,US,US/Central,KMCJ,2018-12-22 17:55:00,69.8,,64.0,29.97,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7713604,Source1,2,2019-04-23 09:21:00,2019-04-23 10:19:00,40.595017999999996,-111.435898,40.585215999999996,-111.436751,0.679,At UT-32/CR-3130/W River Rd - Accident.,US-189 S,Heber City,Wasatch,UT,84032,US,US/Mountain,K36U,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5612615,Source1,2,2021-04-21 05:37:30,2021-04-21 07:41:00,32.7108,-117.14774799999999,32.702996,-117.14538,0.557,Slow traffic on San Diego Fwy S - John J Montgomery Fwy S - I-5 S from CA-94 (I-5) to CA-75/Crosby Rd (I-5) due to accident.,I-5 S,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2021-04-21 05:51:00,60.0,60.0,67.0,29.9,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5237736,Source1,2,2022-08-10 16:41:12,2022-08-10 18:01:40,40.231266999999995,-75.522613,40.231574,-75.523453,0.049,Incident on RIDGE PIKE near N LIMERICK RD Drive with caution., W Ridge Pike,Royersford,Montgomery,PA,19468-1434,US,US/Eastern,KPTW,2022-08-10 16:54:00,82.0,82.0,58.0,29.69,10.0,CALM,0.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5068253,Source1,2,2022-04-20 16:46:55,2022-04-20 17:08:36,30.409716999999997,-86.822439,30.409777000000002,-86.837863,0.919,Slow traffic on FL-30 - US-98 W from A-21 Rd (US-98) to CR-399/Navarre Beach Cswy (US-98) due to accident., Southshore Ln,Navarre,Santa Rosa,FL,32566-2937,US,US/Central,KNFJ,2022-04-20 16:56:00,72.0,72.0,54.0,30.16,10.0,SE,16.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7183630,Source1,2,2020-04-17 06:22:00,2020-04-17 06:54:30,34.06605,-117.32808,34.06605,-117.32808,0.0,At 9th St/Exit 70B - Accident.,I-10 E,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2020-04-17 07:00:00,54.0,54.0,72.0,28.71,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4977148,Source1,2,2022-11-01 07:52:18,2022-11-01 09:10:45,35.89989,-78.576351,35.900405,-78.577446,0.071,Incident on DURANT RD near CAMP DURANT RD Drive with caution., Durant Rd,Raleigh,Wake,NC,27614-9364,US,US/Eastern,KRDU,2022-11-01 07:51:00,64.0,64.0,90.0,29.66,3.0,NW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-763168,Source2,2,2021-12-27 20:50:11,2021-12-27 21:19:37,33.450844000000004,-82.074005,,,0.0,Accident on I-520 Bobby Jones Expy Westbound at Exit 3 US-78 Gordon Hwy.,Bobby Jones Expy E,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,2021-12-27 20:53:00,68.0,68.0,76.0,29.51,10.0,SW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3552416,Source1,4,2016-06-27 05:54:47,2016-06-27 11:54:47,34.05165,-118.21391000000001,34.05402,-118.20983999999999,0.285,Ramp closed to Exit 135C - Road closed due to accident.,I-10 E,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-06-27 05:47:00,66.0,,87.0,29.89,6.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3521502,Source1,3,2016-06-10 14:34:33,2016-06-10 20:34:33,41.691623,-72.647665,41.679382000000004,-72.654871,0.924,At CT-99/Exit 24 - Accident.,I-91 S,Wethersfield,Hartford,CT,06109,US,US/Eastern,KHFD,2016-06-10 14:53:00,75.9,,32.0,29.95,10.0,NNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7568860,Source1,4,2018-06-07 05:40:15,2018-06-07 11:40:15,39.096586,-77.531161,39.089369,-77.519072,0.818,Closed at River Creek Pkwy - Road closed due to accident., E Market St,Leesburg,Loudoun,VA,20176-4451,US,US/Eastern,KJYO,2018-06-07 05:35:00,57.2,,94.0,30.08,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7292,Source2,3,2016-12-15 17:53:44,2016-12-15 18:23:26,38.540779,-121.510918,,,0.01,Accident on I-5 Northbound at Exit 516 Sutterville Rd.,I-5 S,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-12-15 17:53:00,55.9,,100.0,29.68,4.0,SSE,10.4,0.32,Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-1683826,Source2,3,2019-12-30 15:35:34,2019-12-30 16:19:45,33.911961,-84.207985,,,0.0,Queueing traffic and HOV lane blocked due to accident on I-85 Northbound before Exit 99 GA-140 Jimmy Carter Blvd.,Jimmy Carter Blvd,Norcross,Gwinnett,GA,30093,US,US/Eastern,KPDK,2019-12-30 15:53:00,58.0,58.0,41.0,28.8,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-845715,Source3,2,2021-10-21 05:54:57,2021-10-21 06:56:00,36.989819,-122.020576,,,0.30000001192092896,Exit ramp from CA-1 Northbound at Exits 441 441B to CA-17 Northbound shoulder blocked due to accident.,Lee St,Santa Cruz,Santa Cruz,CA,95060-1928,US,US/Pacific,KWVI,2021-10-21 05:53:00,59.0,59.0,100.0,29.94,9.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5352257,Source1,2,2022-09-12 16:45:15,2022-09-12 18:00:16,37.520903000000004,-77.44855600000002,37.521752,-77.449413,0.075,Incident on W 15TH ST near HOUSE 214 Drive with caution., Porter St,Richmond,Richmond City,VA,23224-2067,US,US/Eastern,KFCI,2022-09-12 16:56:00,87.0,87.0,57.0,29.51,10.0,SW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7435254,Source1,4,2019-03-30 15:38:17,2019-03-30 16:07:48,39.442147,-111.91434,39.477415,-111.89158799999998,2.722,Closed at Powell Ln - Road closed due to accident.,UT-28,Nephi,Juab,UT,84648,US,US/Mountain,KPVU,2019-03-30 15:56:00,48.9,,43.0,30.25,10.0,WNW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4257991,Source1,2,2022-02-23 13:44:04,2022-02-23 14:04:35,28.451602,-81.477678,28.450072,-81.478454,0.11599999999999999,Accident on FL-482 at Majorca Pl.,Turkey Lake Rd,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2022-02-23 13:53:00,82.0,82.0,51.0,30.09,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5051712,Source1,2,2022-07-09 16:58:00,2022-07-09 19:06:46,36.578744,-121.75537299999999,36.578864,-121.75528600000001,0.01,Accident on A Rd from B Camp to C Camp.,A Rd,Monterey,Monterey,CA,93940,US,US/Pacific,KMRY,2022-07-09 16:54:00,67.0,67.0,63.0,29.93,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5815673,Source1,2,2021-11-18 14:03:30,2021-11-18 14:24:30,32.79274106010059,-96.61856532050793,32.78609106010059,-96.62458532050795,0.5770000000000001,Stationary traffic at US-80 W due to accident.,US-80,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2021-11-18 13:50:00,61.0,61.0,19.0,29.95,10.0,N,21.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2037513,Source2,3,2019-06-06 06:09:23,2019-06-06 06:39:03,47.672363,-117.211006,,,0.0,Accident on I-90 Westbound before Evergreen Rd.,I-90 W,Spokane,Spokane,WA,99216,US,US/Pacific,KSFF,2019-06-06 06:07:00,56.0,56.0,77.0,27.83,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-503792,Source2,2,2017-07-13 16:51:39,2017-07-13 17:51:10,41.881172,-72.81736,,,1.649999976158142,Serious accident and rolled over vehicle on Great Pond Rd between Owens Brook Blvd and Plank Hill Rd.,Great Pond Rd,Simsbury,Hartford,CT,06070-1902,US,US/Eastern,KBDL,2017-07-13 16:51:00,66.0,,96.0,30.04,7.0,NNE,8.1,0.73,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3550290,Source1,2,2016-09-06 07:51:29,2016-09-06 13:51:29,33.84556,-117.87592,33.85559,-117.87539,0.6940000000000001,At CA-91/Riverside Fwy - Accident.,CA-57 N,Anaheim,Orange,CA,92806,US,US/Pacific,KFUL,2016-09-06 07:53:00,68.0,,68.0,29.84,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3936244,Source1,2,2022-03-07 06:59:30.000000000,2022-03-07 11:22:00.000000000,33.74303,-117.840301,33.738655,-117.82843899999999,0.746,Accident on E 1st St (I-5) from Newport Ave (I-5) to Santa Ana Fwy S - I-5 S.,I-5 S,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2022-03-07 06:53:00,49.0,49.0,64.0,30.16,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7195525,Source1,2,2020-04-24 23:56:15,2020-04-25 00:41:15,40.796009999999995,-73.97674,40.796009999999995,-73.97674,0.0,At 79th St - Accident.,Henry Hudson Pkwy S,New York,New York,NY,10024,US,US/Eastern,KNYC,2020-04-24 23:51:00,47.0,47.0,86.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7558337,Source1,2,2018-07-09 18:39:04,2018-07-10 00:39:04,37.80771,-122.36764,37.80811,-122.36719,0.037000000000000005,At Treasure Island Rd - Accident.,I-80 W,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2018-07-09 18:53:00,72.0,,51.0,30.02,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6875421,Source1,2,2020-11-17 17:23:19,2020-11-17 20:26:17,25.881560999999998,-80.173987,25.881674,-80.171715,0.141,Incident on NE 115TH ST near NE 13TH AVE Drive with caution., Peachtree Dr,Miami,Miami-Dade,FL,33161-6853,US,US/Eastern,KOPF,2020-11-17 16:53:00,78.0,78.0,62.0,30.08,10.0,NNE,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1048247,Source2,2,2021-05-12 07:23:13,2021-05-12 09:44:53,35.83477,-78.671227,,,0.0,Accident on US-70 Glenwood Ave at I-440 Cliff Benson Beltline Exits 6.,I-440 W,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2021-05-12 07:51:00,54.0,54.0,49.0,29.81,10.0,NE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
